date,day,meal_type,menu_items,total_strength,actual_attendance
2023-03-08,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12595
2023-03-09,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,7465
2023-03-09,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,12829
2023-03-09,Thursday,Snack,"Veg Maggi, Frooti",14172,7733
2023-03-09,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,12712
2023-03-10,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9221
2023-03-10,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13888
2023-03-10,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7318
2023-03-10,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8909
2023-03-11,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10099
2023-03-11,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6262
2023-03-11,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5443
2023-03-11,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11271
2023-03-12,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10092
2023-03-12,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,11965
2023-03-12,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,6629
2023-03-12,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13049
2023-03-13,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10006
2023-03-13,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,10856
2023-03-13,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,8384
2023-03-13,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,10325
2023-03-14,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9498
2023-03-14,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,10025
2023-03-14,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,7477
2023-03-14,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,9851
2023-03-15,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9916
2023-03-15,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2023-03-15,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6919
2023-03-15,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,13052
2023-03-16,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,7074
2023-03-16,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2023-03-16,Thursday,Snack,"Veg Maggi, Frooti",14172,8351
2023-03-16,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11173
2023-03-17,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,10159
2023-03-17,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,12783
2023-03-17,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,6996
2023-03-17,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8848
2023-03-18,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9620
2023-03-18,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6240
2023-03-18,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5976
2023-03-18,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11791
2023-03-19,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,9877
2023-03-19,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12853
2023-03-19,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7426
2023-03-19,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2023-03-20,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,9761
2023-03-20,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,10773
2023-03-20,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7237
2023-03-20,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,8653
2023-03-21,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8546
2023-03-21,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9106
2023-03-21,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8518
2023-03-21,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11174
2023-03-22,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10430
2023-03-22,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,12951
2023-03-22,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6855
2023-03-22,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,11679
2023-03-23,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,7464
2023-03-23,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13450
2023-03-23,Thursday,Snack,"Veg Maggi, Frooti",14172,7179
2023-03-23,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11113
2023-03-24,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9028
2023-03-24,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13888
2023-03-24,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,6640
2023-03-24,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,7679
2023-03-25,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10241
2023-03-25,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6488
2023-03-25,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5573
2023-03-25,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11625
2023-03-26,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10547
2023-03-26,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,11794
2023-03-26,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,6926
2023-03-26,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2023-03-27,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10590
2023-03-27,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,12016
2023-03-27,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7424
2023-03-27,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9895
2023-03-28,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9016
2023-03-28,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,10441
2023-03-28,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8767
2023-03-28,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11211
2023-03-29,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9711
2023-03-29,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2023-03-29,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6620
2023-03-29,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12452
2023-03-30,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,7082
2023-03-30,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13774
2023-03-30,Thursday,Snack,"Veg Maggi, Frooti",14172,8063
2023-03-30,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11302
2023-03-31,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9308
2023-03-31,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13888
2023-03-31,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7046
2023-03-31,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8187
2023-04-01,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10123
2023-04-01,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6334
2023-04-01,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,6112
2023-04-01,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11904
2023-04-02,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,11389
2023-04-02,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,13395
2023-04-02,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7104
2023-04-02,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13482
2023-04-03,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10462
2023-04-03,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,12256
2023-04-03,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7338
2023-04-03,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9413
2023-04-04,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8182
2023-04-04,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9504
2023-04-04,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,7945
2023-04-04,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11070
2023-04-05,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10082
2023-04-05,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13429
2023-04-05,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6504
2023-04-05,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,13676
2023-04-06,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6533
2023-04-06,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13808
2023-04-06,Thursday,Snack,"Veg Maggi, Frooti",14172,8134
2023-04-06,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11237
2023-04-07,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9151
2023-04-07,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13888
2023-04-07,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,8035
2023-04-07,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8678
2023-04-08,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,11212
2023-04-08,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,7267
2023-04-08,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5387
2023-04-08,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,12301
2023-04-09,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10137
2023-04-09,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12792
2023-04-09,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7149
2023-04-09,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2023-04-10,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,9565
2023-04-10,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11975
2023-04-10,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,8484
2023-04-10,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,8882
2023-04-11,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9673
2023-04-11,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,10193
2023-04-11,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,9018
2023-04-11,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,10013
2023-04-12,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9942
2023-04-12,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2023-04-12,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6845
2023-04-12,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12786
2023-04-13,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6150
2023-04-13,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2023-04-13,Thursday,Snack,"Veg Maggi, Frooti",14172,7764
2023-04-13,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,12819
2023-04-14,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9760
2023-04-14,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,12039
2023-04-14,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,6818
2023-04-14,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8683
2023-04-15,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9555
2023-04-15,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6590
2023-04-15,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,6216
2023-04-15,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11301
2023-04-16,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,11083
2023-04-16,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12180
2023-04-16,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,6631
2023-04-16,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2023-04-17,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10817
2023-04-17,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11407
2023-04-17,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7467
2023-04-17,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,8672
2023-04-18,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9256
2023-04-18,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,8890
2023-04-18,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,9063
2023-04-18,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11163
2023-04-19,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9260
2023-04-19,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13392
2023-04-19,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6912
2023-04-19,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12599
2023-04-20,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,7142
2023-04-20,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13841
2023-04-20,Thursday,Snack,"Veg Maggi, Frooti",14172,7610
2023-04-20,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,12298
2023-04-21,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9131
2023-04-21,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,12187
2023-04-21,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7784
2023-04-21,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,7709
2023-04-22,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10153
2023-04-22,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6536
2023-04-22,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5597
2023-04-22,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,12296
2023-04-23,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10315
2023-04-23,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12747
2023-04-23,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7696
2023-04-23,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2023-04-24,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10546
2023-04-24,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,10719
2023-04-24,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,8409
2023-04-24,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9761
2023-04-25,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8205
2023-04-25,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9903
2023-04-25,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,7492
2023-04-25,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,10784
2023-04-26,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9185
2023-04-26,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2023-04-26,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,7135
2023-04-26,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,13527
2023-04-27,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6863
2023-04-27,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2023-04-27,Thursday,Snack,"Veg Maggi, Frooti",14172,7262
2023-04-27,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11582
2023-04-28,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9963
2023-04-28,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,12286
2023-04-28,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7006
2023-04-28,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,9164
2023-04-29,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10535
2023-04-29,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,7148
2023-04-29,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5881
2023-04-29,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11934
2023-04-30,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10024
2023-04-30,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12720
2023-04-30,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,6931
2023-04-30,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2023-05-01,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,9433
2023-05-01,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,12562
2023-05-01,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7681
2023-05-01,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,8977
2023-05-02,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8166
2023-05-02,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,10305
2023-05-02,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,7781
2023-05-02,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11095
2023-05-03,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9296
2023-05-03,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2023-05-03,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6722
2023-05-03,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,11918
2023-05-04,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6140
2023-05-04,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13884
2023-05-04,Thursday,Snack,"Veg Maggi, Frooti",14172,8349
2023-05-04,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11194
2023-05-05,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,8857
2023-05-05,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13506
2023-05-05,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7339
2023-05-05,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,9207
2023-05-06,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,11178
2023-05-06,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6423
2023-05-06,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5173
2023-05-06,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,10448
2023-05-07,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,11443
2023-05-07,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12894
2023-05-07,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7919
2023-05-07,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,12566
2023-05-08,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,9500
2023-05-08,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,12217
2023-05-08,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,8660
2023-05-08,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,8580
2023-05-09,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9271
2023-05-09,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,8723
2023-05-09,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,9085
2023-05-09,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11417
2023-05-10,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10718
2023-05-10,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2023-05-10,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6664
2023-05-10,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12084
2023-05-11,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6463
2023-05-11,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13213
2023-05-11,Thursday,Snack,"Veg Maggi, Frooti",14172,7653
2023-05-11,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,12882
2023-05-12,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,8822
2023-05-12,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13286
2023-05-12,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7955
2023-05-12,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8926
2023-05-13,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9329
2023-05-13,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6420
2023-05-13,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5753
2023-05-13,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11968
2023-05-14,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,9836
2023-05-14,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,13888
2023-05-14,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,6774
