date,day,meal_type,expected_students,actual_attendance
2024-06-05,Wednesday,dinner,10051,9146
2024-06-06,Thursday,breakfast,8455,8083
2024-06-06,Thursday,lunch,8624,8353
2024-06-06,Thursday,snacks,5877,5579
2024-06-06,Thursday,dinner,9216,8728
2024-06-07,Friday,breakfast,8057,7359
2024-06-07,Friday,lunch,8556,7708
2024-06-07,Friday,snacks,6413,5989
2024-06-07,Friday,dinner,9073,8411
2024-06-08,Saturday,breakfast,4217,3877
2024-06-08,Saturday,lunch,5288,4766
2024-06-08,Saturday,snacks,3056,2762
2024-06-08,Saturday,dinner,5156,4607
2024-06-09,Sunday,breakfast,4256,4030
2024-06-09,Sunday,lunch,4857,4503
2024-06-09,Sunday,snacks,3252,2910
2024-06-09,Sunday,dinner,5420,4814
2024-06-10,Monday,breakfast,7409,6851
2024-06-10,Monday,lunch,8298,7415
2024-06-10,Monday,snacks,6159,5826
2024-06-10,Monday,dinner,9042,8109
2024-06-11,Tuesday,breakfast,7987,7561
2024-06-11,Tuesday,lunch,9553,8758
2024-06-11,Tuesday,snacks,5647,5422
2024-06-11,Tuesday,dinner,9051,8546
2024-06-12,Wednesday,breakfast,8264,7637
2024-06-12,Wednesday,lunch,8682,8321
2024-06-12,Wednesday,snacks,6279,5927
2024-06-12,Wednesday,dinner,9737,9215
2024-06-13,Thursday,breakfast,7490,6728
2024-06-13,Thursday,lunch,9587,8924
2024-06-13,Thursday,snacks,5932,5644
2024-06-13,Thursday,dinner,8792,8430
2024-06-14,Friday,breakfast,7582,7346
2024-06-14,Friday,lunch,9467,8616
2024-06-14,Friday,snacks,6341,5989
2024-06-14,Friday,dinner,9189,8283
2024-06-15,Saturday,breakfast,4595,4359
2024-06-15,Saturday,lunch,4697,4207
2024-06-15,Saturday,snacks,3146,2860
2024-06-15,Saturday,dinner,5437,5206
2024-06-16,Sunday,breakfast,4366,3949
2024-06-16,Sunday,lunch,5244,4737
2024-06-16,Sunday,snacks,3426,3066
2024-06-16,Sunday,dinner,5253,5070
2024-06-17,Monday,breakfast,7569,6795
2024-06-17,Monday,lunch,8891,8124
2024-06-17,Monday,snacks,5752,5211
2024-06-17,Monday,dinner,9604,8850
2024-06-18,Tuesday,breakfast,8559,8207
2024-06-18,Tuesday,lunch,9502,9070
2024-06-18,Tuesday,snacks,6326,5708
2024-06-18,Tuesday,dinner,9888,8794
2024-06-19,Wednesday,breakfast,7677,7271
2024-06-19,Wednesday,lunch,8669,7710
2024-06-19,Wednesday,snacks,6050,5677
2024-06-19,Wednesday,dinner,9157,8689
2024-06-20,Thursday,breakfast,8558,7606
2024-06-20,Thursday,lunch,9434,9148
2024-06-20,Thursday,snacks,6121,5714
2024-06-20,Thursday,dinner,8906,8609
2024-06-21,Friday,breakfast,7475,7163
2024-06-21,Friday,lunch,9492,8931
2024-06-21,Friday,snacks,5629,5458
2024-06-21,Friday,dinner,8839,8361
2024-06-22,Saturday,breakfast,4537,4119
2024-06-22,Saturday,lunch,4678,4369
2024-06-22,Saturday,snacks,3076,2952
2024-06-22,Saturday,dinner,5097,4563
2024-06-23,Sunday,breakfast,4183,3879
2024-06-23,Sunday,lunch,4633,4100
2024-06-23,Sunday,snacks,3096,2909
2024-06-23,Sunday,dinner,5293,5054
2024-06-24,Monday,breakfast,7795,7284
2024-06-24,Monday,lunch,9605,8905
2024-06-24,Monday,snacks,5983,5697
2024-06-24,Monday,dinner,9988,9583
2024-06-25,Tuesday,breakfast,7719,6990
2024-06-25,Tuesday,lunch,9038,8115
2024-06-25,Tuesday,snacks,6278,5982
2024-06-25,Tuesday,dinner,8930,7985
2024-06-26,Wednesday,breakfast,8066,7368
2024-06-26,Wednesday,lunch,9230,8539
2024-06-26,Wednesday,snacks,6002,5299
2024-06-26,Wednesday,dinner,9208,8689
2024-06-27,Thursday,breakfast,8121,7514
2024-06-27,Thursday,lunch,8649,7806
2024-06-27,Thursday,snacks,6267,6055
2024-06-27,Thursday,dinner,9574,8763
2024-06-28,Friday,breakfast,8268,7718
2024-06-28,Friday,lunch,8767,8483
2024-06-28,Friday,snacks,6459,6039
2024-06-28,Friday,dinner,10186,9669
2024-06-29,Saturday,breakfast,4400,4259
2024-06-29,Saturday,lunch,4878,4470
2024-06-29,Saturday,snacks,3177,3015
2024-06-29,Saturday,dinner,5114,4898
2024-06-30,Sunday,breakfast,4427,4202
2024-06-30,Sunday,lunch,4559,4352
2024-06-30,Sunday,snacks,3366,2987
2024-06-30,Sunday,dinner,4951,4740
2024-07-01,Monday,breakfast,8321,7640
2024-07-01,Monday,lunch,9077,8599
2024-07-01,Monday,snacks,5612,5108
2024-07-01,Monday,dinner,8827,8539
2024-07-02,Tuesday,breakfast,8118,7629
2024-07-02,Tuesday,lunch,9399,8378
2024-07-02,Tuesday,snacks,6196,5681
2024-07-02,Tuesday,dinner,9764,9109
2024-07-03,Wednesday,breakfast,7833,6931
2024-07-03,Wednesday,lunch,9174,8657
2024-07-03,Wednesday,snacks,5772,5091
2024-07-03,Wednesday,dinner,8865,8574
2024-07-04,Thursday,breakfast,8086,7293
2024-07-04,Thursday,lunch,8997,8220
2024-07-04,Thursday,snacks,6324,5719
2024-07-04,Thursday,dinner,9922,9334
2024-07-05,Friday,breakfast,8175,7461
2024-07-05,Friday,lunch,8845,8115
2024-07-05,Friday,snacks,6179,5957
2024-07-05,Friday,dinner,9211,8181
2024-07-06,Saturday,breakfast,4591,4369
2024-07-06,Saturday,lunch,5155,4553
2024-07-06,Saturday,snacks,3425,3122
2024-07-06,Saturday,dinner,4983,4570
2024-07-07,Sunday,breakfast,4690,4389
2024-07-07,Sunday,lunch,4744,4386
2024-07-07,Sunday,snacks,3161,2923
2024-07-07,Sunday,dinner,5365,4996
2024-07-08,Monday,breakfast,8450,7450
2024-07-08,Monday,lunch,8708,7838
2024-07-08,Monday,snacks,5814,5507
2024-07-08,Monday,dinner,9958,9593
2024-07-09,Tuesday,breakfast,7482,7064
2024-07-09,Tuesday,lunch,9599,9150
2024-07-09,Tuesday,snacks,5918,5583
2024-07-09,Tuesday,dinner,9740,8909
2024-07-10,Wednesday,breakfast,8312,7575
2024-07-10,Wednesday,lunch,9673,9070
2024-07-10,Wednesday,snacks,6386,6003
2024-07-10,Wednesday,dinner,9842,9459
2024-07-11,Thursday,breakfast,7715,7127
2024-07-11,Thursday,lunch,8929,7995
2024-07-11,Thursday,snacks,6360,6107
2024-07-11,Thursday,dinner,9982,9453
2024-07-12,Friday,breakfast,8584,8155
2024-07-12,Friday,lunch,8422,7890
2024-07-12,Friday,snacks,5987,5551
2024-07-12,Friday,dinner,9355,8597
2024-07-13,Saturday,breakfast,4673,4490
2024-07-13,Saturday,lunch,4820,4532
2024-07-13,Saturday,snacks,3408,3239
2024-07-13,Saturday,dinner,4848,4435
2024-07-14,Sunday,breakfast,4734,4211
2024-07-14,Sunday,lunch,5322,4866
2024-07-14,Sunday,snacks,3290,3089
2024-07-14,Sunday,dinner,5479,4961
2024-07-15,Monday,breakfast,7632,7145
2024-07-15,Monday,lunch,9440,8946
2024-07-15,Monday,snacks,6153,5439
2024-07-15,Monday,dinner,10229,9888
2024-07-16,Tuesday,breakfast,7708,7247
2024-07-16,Tuesday,lunch,9206,8225
2024-07-16,Tuesday,snacks,5551,5301
2024-07-16,Tuesday,dinner,9485,8929
2024-07-17,Wednesday,breakfast,7976,7703
2024-07-17,Wednesday,lunch,8302,7756
2024-07-17,Wednesday,snacks,6016,5554
2024-07-17,Wednesday,dinner,9567,9159
2024-07-18,Thursday,breakfast,8235,7355
2024-07-18,Thursday,lunch,8925,8581
2024-07-18,Thursday,snacks,5528,5273
2024-07-18,Thursday,dinner,9928,8885
2024-07-19,Friday,breakfast,8199,7604
2024-07-19,Friday,lunch,9560,9083
2024-07-19,Friday,snacks,6056,5587
2024-07-19,Friday,dinner,9117,8631
2024-07-20,Saturday,breakfast,4415,3932
2024-07-20,Saturday,lunch,4920,4578
2024-07-20,Saturday,snacks,3464,3264
2024-07-20,Saturday,dinner,5143,4914
2024-07-21,Sunday,breakfast,4492,4304
2024-07-21,Sunday,lunch,4854,4332
2024-07-21,Sunday,snacks,3530,3358
2024-07-21,Sunday,dinner,5036,4508
2024-07-22,Monday,breakfast,8223,7813
2024-07-22,Monday,lunch,8984,8702
2024-07-22,Monday,snacks,5825,5519
2024-07-22,Monday,dinner,9612,8493
2024-07-23,Tuesday,breakfast,7674,6863
2024-07-23,Tuesday,lunch,8619,7683
2024-07-23,Tuesday,snacks,6251,5904
2024-07-23,Tuesday,dinner,9502,8446
2024-07-24,Wednesday,breakfast,8467,7933
2024-07-24,Wednesday,lunch,8921,8232
2024-07-24,Wednesday,snacks,6114,5779
2024-07-24,Wednesday,dinner,9878,9441
2024-07-25,Thursday,breakfast,8163,7278
2024-07-25,Thursday,lunch,8770,7928
2024-07-25,Thursday,snacks,6332,5656
2024-07-25,Thursday,dinner,9512,9045
2024-07-26,Friday,breakfast,8529,7684
2024-07-26,Friday,lunch,9368,8532
2024-07-26,Friday,snacks,6292,5822
2024-07-26,Friday,dinner,9643,9009
2024-07-27,Saturday,breakfast,4526,4312
2024-07-27,Saturday,lunch,4672,4446
2024-07-27,Saturday,snacks,3308,3128
2024-07-27,Saturday,dinner,5466,5264
2024-07-28,Sunday,breakfast,4696,4226
2024-07-28,Sunday,lunch,5135,4866
2024-07-28,Sunday,snacks,3037,2881
2024-07-28,Sunday,dinner,5546,4887
2024-07-29,Monday,breakfast,8351,7881
2024-07-29,Monday,lunch,9218,8738
2024-07-29,Monday,snacks,5873,5646
2024-07-29,Monday,dinner,10143,9087
2024-07-30,Tuesday,breakfast,7546,7008
2024-07-30,Tuesday,lunch,9058,8324
2024-07-30,Tuesday,snacks,5526,5198
2024-07-30,Tuesday,dinner,8916,8039
2024-07-31,Wednesday,breakfast,8517,7509
2024-07-31,Wednesday,lunch,9395,8286
2024-07-31,Wednesday,snacks,5723,5452
2024-07-31,Wednesday,dinner,9994,9087
2024-08-01,Thursday,breakfast,7880,7150
2024-08-01,Thursday,lunch,8959,8402
2024-08-01,Thursday,snacks,6261,5685
2024-08-01,Thursday,dinner,10046,9713
2024-08-02,Friday,breakfast,7670,7290
2024-08-02,Friday,lunch,8752,7757
2024-08-02,Friday,snacks,5821,5569
2024-08-02,Friday,dinner,9334,9006
2024-08-03,Saturday,breakfast,4303,3889
2024-08-03,Saturday,lunch,5012,4511
2024-08-03,Saturday,snacks,3321,3174
2024-08-03,Saturday,dinner,5194,4877
2024-08-04,Sunday,breakfast,4533,4248
2024-08-04,Sunday,lunch,5173,4690
2024-08-04,Sunday,snacks,3480,3136
2024-08-04,Sunday,dinner,5587,4940
2024-08-05,Monday,breakfast,7451,7161
2024-08-05,Monday,lunch,8859,8103
2024-08-05,Monday,snacks,6029,5661
2024-08-05,Monday,dinner,9955,9139
2024-08-06,Tuesday,breakfast,8448,8091
2024-08-06,Tuesday,lunch,9092,8302
2024-08-06,Tuesday,snacks,5859,5366
2024-08-06,Tuesday,dinner,9291,8946
2024-08-07,Wednesday,breakfast,8356,7515
2024-08-07,Wednesday,lunch,9577,9174
2024-08-07,Wednesday,snacks,5691,5017
2024-08-07,Wednesday,dinner,9564,8718
2024-08-08,Thursday,breakfast,8427,8044
2024-08-08,Thursday,lunch,9654,9221
2024-08-08,Thursday,snacks,6027,5535
2024-08-08,Thursday,dinner,9421,8363
2024-08-09,Friday,breakfast,8291,7511
2024-08-09,Friday,lunch,9030,8720
2024-08-09,Friday,snacks,5664,4995
2024-08-09,Friday,dinner,9225,8932
2024-08-10,Saturday,breakfast,4260,4113
2024-08-10,Saturday,lunch,4869,4551
2024-08-10,Saturday,snacks,3039,2945
2024-08-10,Saturday,dinner,5122,4795
2024-08-11,Sunday,breakfast,4498,4236
2024-08-11,Sunday,lunch,4808,4236
2024-08-11,Sunday,snacks,3126,2789
2024-08-11,Sunday,dinner,5000,4678
2024-08-12,Monday,breakfast,8522,7675
2024-08-12,Monday,lunch,8401,7442
2024-08-12,Monday,snacks,5578,5404
2024-08-12,Monday,dinner,9531,8396
2024-08-13,Tuesday,breakfast,7793,6909
2024-08-13,Tuesday,lunch,8419,7473
2024-08-13,Tuesday,snacks,6061,5793
2024-08-13,Tuesday,dinner,10175,9747
2024-08-14,Wednesday,breakfast,8362,7950
2024-08-14,Wednesday,lunch,8578,8158
2024-08-14,Wednesday,snacks,6160,5442
2024-08-14,Wednesday,dinner,9067,8236
2024-08-15,Thursday,breakfast,8273,7746
2024-08-15,Thursday,lunch,8459,7605
2024-08-15,Thursday,snacks,5567,5322
2024-08-15,Thursday,dinner,9058,8542
2024-08-16,Friday,breakfast,8446,7521
2024-08-16,Friday,lunch,9172,8418
2024-08-16,Friday,snacks,5902,5629
2024-08-16,Friday,dinner,9585,9273
2024-08-17,Saturday,breakfast,4517,4213
2024-08-17,Saturday,lunch,4902,4606
2024-08-17,Saturday,snacks,3266,2979
2024-08-17,Saturday,dinner,5515,4873
2024-08-18,Sunday,breakfast,4061,3884
2024-08-18,Sunday,lunch,5255,4860
2024-08-18,Sunday,snacks,3357,2980
2024-08-18,Sunday,dinner,5181,4888
2024-08-19,Monday,breakfast,7922,7217
2024-08-19,Monday,lunch,9312,8476
2024-08-19,Monday,snacks,6455,6245
2024-08-19,Monday,dinner,8934,8199
2024-08-20,Tuesday,breakfast,8062,7427
2024-08-20,Tuesday,lunch,9711,8787
2024-08-20,Tuesday,snacks,6209,6018
2024-08-20,Tuesday,dinner,9409,8708
2024-08-21,Wednesday,breakfast,8295,7382
2024-08-21,Wednesday,lunch,9307,8398
2024-08-21,Wednesday,snacks,5875,5221
2024-08-21,Wednesday,dinner,10074,9201
2024-08-22,Thursday,breakfast,7427,6875
2024-08-22,Thursday,lunch,9036,8216
2024-08-22,Thursday,snacks,6464,6223
2024-08-22,Thursday,dinner,10073,9718
2024-08-23,Friday,breakfast,7869,7055
2024-08-23,Friday,lunch,9226,8584
2024-08-23,Friday,snacks,5866,5231
2024-08-23,Friday,dinner,8958,7925
2024-08-24,Saturday,breakfast,4054,3747
2024-08-24,Saturday,lunch,4774,4533
2024-08-24,Saturday,snacks,3541,3220
2024-08-24,Saturday,dinner,4996,4625
2024-08-25,Sunday,breakfast,4274,4028
2024-08-25,Sunday,lunch,4711,4181
2024-08-25,Sunday,snacks,3193,3056
2024-08-25,Sunday,dinner,5479,5002
2024-08-26,Monday,breakfast,8629,7991
2024-08-26,Monday,lunch,9368,8621
2024-08-26,Monday,snacks,5546,4945
2024-08-26,Monday,dinner,10226,9564
2024-08-27,Tuesday,breakfast,7846,7130
2024-08-27,Tuesday,lunch,8697,8362
2024-08-27,Tuesday,snacks,5721,5470
2024-08-27,Tuesday,dinner,9866,9477
2024-08-28,Wednesday,breakfast,8004,7069
2024-08-28,Wednesday,lunch,8877,8354
2024-08-28,Wednesday,snacks,6389,6152
2024-08-28,Wednesday,dinner,9437,8790
2024-08-29,Thursday,breakfast,8438,7450
2024-08-29,Thursday,lunch,9581,9195
2024-08-29,Thursday,snacks,6269,5613
2024-08-29,Thursday,dinner,9808,9452
2024-08-30,Friday,breakfast,7972,7696
2024-08-30,Friday,lunch,9175,8852
2024-08-30,Friday,snacks,5989,5683
2024-08-30,Friday,dinner,9454,8617
2024-08-31,Saturday,breakfast,4369,4070
2024-08-31,Saturday,lunch,4666,4420
2024-08-31,Saturday,snacks,3474,3153
2024-08-31,Saturday,dinner,5388,5132
2024-09-01,Sunday,breakfast,4303,4157
2024-09-01,Sunday,lunch,4713,4348
2024-09-01,Sunday,snacks,3364,3053
2024-09-01,Sunday,dinner,5518,5114
2024-09-02,Monday,breakfast,8398,7607
2024-09-02,Monday,lunch,8871,8188
2024-09-02,Monday,snacks,5961,5451
2024-09-02,Monday,dinner,8958,8608
2024-09-03,Tuesday,breakfast,8526,7744
2024-09-03,Tuesday,lunch,8310,7484
2024-09-03,Tuesday,snacks,5895,5377
2024-09-03,Tuesday,dinner,9174,8291
2024-09-04,Wednesday,breakfast,7388,6697
2024-09-04,Wednesday,lunch,9481,8938
2024-09-04,Wednesday,snacks,6350,5871
2024-09-04,Wednesday,dinner,9800,9028
2024-09-05,Thursday,breakfast,7526,6809
2024-09-05,Thursday,lunch,8751,8088
2024-09-05,Thursday,snacks,5738,5238
2024-09-05,Thursday,dinner,9328,8942
2024-09-06,Friday,breakfast,8559,7974
2024-09-06,Friday,lunch,9172,8741
2024-09-06,Friday,snacks,5622,5430
2024-09-06,Friday,dinner,9908,8989
2024-09-07,Saturday,breakfast,4724,4231
2024-09-07,Saturday,lunch,5068,4763
2024-09-07,Saturday,snacks,3100,2798
2024-09-07,Saturday,dinner,5426,4996
2024-09-08,Sunday,breakfast,4491,4119
2024-09-08,Sunday,lunch,5154,4950
2024-09-08,Sunday,snacks,3336,3000
2024-09-08,Sunday,dinner,5261,5049
2024-09-09,Monday,breakfast,8053,7759
2024-09-09,Monday,lunch,9038,8317
2024-09-09,Monday,snacks,5681,5503
2024-09-09,Monday,dinner,9319,8442
2024-09-10,Tuesday,breakfast,8209,7920
2024-09-10,Tuesday,lunch,8932,8146
2024-09-10,Tuesday,snacks,6339,5813
2024-09-10,Tuesday,dinner,9599,8537
2024-09-11,Wednesday,breakfast,8296,7429
2024-09-11,Wednesday,lunch,9437,9119
2024-09-11,Wednesday,snacks,5978,5647
2024-09-11,Wednesday,dinner,9789,9114
2024-09-12,Thursday,breakfast,7576,7127
2024-09-12,Thursday,lunch,8343,7769
2024-09-12,Thursday,snacks,6006,5670
2024-09-12,Thursday,dinner,8946,8151
2024-09-13,Friday,breakfast,7774,7442
2024-09-13,Friday,lunch,9701,9216
2024-09-13,Friday,snacks,6349,5971
2024-09-13,Friday,dinner,9634,8866
2024-09-14,Saturday,breakfast,4299,3831
2024-09-14,Saturday,lunch,5217,4734
2024-09-14,Saturday,snacks,3098,2992
2024-09-14,Saturday,dinner,5051,4707
2024-09-15,Sunday,breakfast,4172,3697
2024-09-15,Sunday,lunch,5065,4698
2024-09-15,Sunday,snacks,3514,3227
2024-09-15,Sunday,dinner,5123,4862
2024-09-16,Monday,breakfast,7659,6930
2024-09-16,Monday,lunch,9642,9315
2024-09-16,Monday,snacks,6247,5694
2024-09-16,Monday,dinner,9989,9384
2024-09-17,Tuesday,breakfast,8638,7885
2024-09-17,Tuesday,lunch,8673,7813
2024-09-17,Tuesday,snacks,6348,5824
2024-09-17,Tuesday,dinner,9961,9312
2024-09-18,Wednesday,breakfast,7877,7114
2024-09-18,Wednesday,lunch,9288,8639
2024-09-18,Wednesday,snacks,6466,5936
2024-09-18,Wednesday,dinner,10048,9046
2024-09-19,Thursday,breakfast,8325,7992
2024-09-19,Thursday,lunch,8960,8413
2024-09-19,Thursday,snacks,5694,5369
2024-09-19,Thursday,dinner,8914,7893
2024-09-20,Friday,breakfast,8421,7738
2024-09-20,Friday,lunch,9629,8529
2024-09-20,Friday,snacks,5796,5257
2024-09-20,Friday,dinner,8807,8224
2024-09-21,Saturday,breakfast,4497,3991
2024-09-21,Saturday,lunch,5309,4814
2024-09-21,Saturday,snacks,3349,3049
2024-09-21,Saturday,dinner,5427,5234
2024-09-22,Sunday,breakfast,4243,3871
2024-09-22,Sunday,lunch,4594,4371
2024-09-22,Sunday,snacks,3371,3024
2024-09-22,Sunday,dinner,5295,4818
2024-09-23,Monday,breakfast,7791,6867
2024-09-23,Monday,lunch,9109,8298
2024-09-23,Monday,snacks,5676,5219
2024-09-23,Monday,dinner,9071,8600
2024-09-24,Tuesday,breakfast,8233,7733
2024-09-24,Tuesday,lunch,9455,8931
2024-09-24,Tuesday,snacks,6126,5702
2024-09-24,Tuesday,dinner,10126,9121
2024-09-25,Wednesday,breakfast,8383,7809
2024-09-25,Wednesday,lunch,8298,7961
2024-09-25,Wednesday,snacks,5663,5065
2024-09-25,Wednesday,dinner,8854,8295
2024-09-26,Thursday,breakfast,8559,8084
2024-09-26,Thursday,lunch,9638,8543
2024-09-26,Thursday,snacks,6401,5835
2024-09-26,Thursday,dinner,9180,8280
2024-09-27,Friday,breakfast,8594,8302
2024-09-27,Friday,lunch,9513,8488
2024-09-27,Friday,snacks,6005,5808
2024-09-27,Friday,dinner,10188,9720
2024-09-28,Saturday,breakfast,4629,4420
2024-09-28,Saturday,lunch,4815,4502
2024-09-28,Saturday,snacks,3058,2753
2024-09-28,Saturday,dinner,4931,4677
2024-09-29,Sunday,breakfast,4580,4127
2024-09-29,Sunday,lunch,4685,4333
2024-09-29,Sunday,snacks,3249,2974
2024-09-29,Sunday,dinner,5167,4832
2024-09-30,Monday,breakfast,8044,7104
2024-09-30,Monday,lunch,9555,9105
2024-09-30,Monday,snacks,5630,5349
2024-09-30,Monday,dinner,10108,9016
2024-10-01,Tuesday,breakfast,8276,7286
2024-10-01,Tuesday,lunch,9143,8114
2024-10-01,Tuesday,snacks,5569,5399
2024-10-01,Tuesday,dinner,9466,8650
2024-10-02,Wednesday,breakfast,8625,8167
2024-10-02,Wednesday,lunch,9136,8155
2024-10-02,Wednesday,snacks,6200,5503
2024-10-02,Wednesday,dinner,8995,8322
2024-10-03,Thursday,breakfast,8579,7739
2024-10-03,Thursday,lunch,9135,8097
2024-10-03,Thursday,snacks,5527,5012
2024-10-03,Thursday,dinner,9866,8978
2024-10-04,Friday,breakfast,7997,7059
2024-10-04,Friday,lunch,9077,8302
2024-10-04,Friday,snacks,6058,5804
2024-10-04,Friday,dinner,9786,9070
2024-10-05,Saturday,breakfast,4641,4323
2024-10-05,Saturday,lunch,5202,5037
2024-10-05,Saturday,snacks,3546,3302
2024-10-05,Saturday,dinner,5631,5253
2024-10-06,Sunday,breakfast,4387,4239
2024-10-06,Sunday,lunch,5305,5001
2024-10-06,Sunday,snacks,3443,3040
2024-10-06,Sunday,dinner,4918,4545
2024-10-07,Monday,breakfast,8074,7159
2024-10-07,Monday,lunch,8757,8045
2024-10-07,Monday,snacks,5740,5311
2024-10-07,Monday,dinner,9609,9291
2024-10-08,Tuesday,breakfast,8291,7384
2024-10-08,Tuesday,lunch,8955,8529
2024-10-08,Tuesday,snacks,5537,5231
2024-10-08,Tuesday,dinner,9807,8750
2024-10-09,Wednesday,breakfast,8182,7743
2024-10-09,Wednesday,lunch,8388,7713
2024-10-09,Wednesday,snacks,6098,5613
2024-10-09,Wednesday,dinner,9805,8874
2024-10-10,Thursday,breakfast,7690,7294
2024-10-10,Thursday,lunch,8939,8064
2024-10-10,Thursday,snacks,5564,5291
2024-10-10,Thursday,dinner,9969,9171
2024-10-11,Friday,breakfast,8148,7629
2024-10-11,Friday,lunch,8760,8216
2024-10-11,Friday,snacks,5659,5261
2024-10-11,Friday,dinner,9947,8804
2024-10-12,Saturday,breakfast,4417,4046
2024-10-12,Saturday,lunch,4769,4454
2024-10-12,Saturday,snacks,3317,3008
2024-10-12,Saturday,dinner,5511,5249
2024-10-13,Sunday,breakfast,4646,4328
2024-10-13,Sunday,lunch,5223,4871
2024-10-13,Sunday,snacks,3149,2912
2024-10-13,Sunday,dinner,5365,4814
2024-10-14,Monday,breakfast,8236,7513
2024-10-14,Monday,lunch,8536,7849
2024-10-14,Monday,snacks,5637,4983
2024-10-14,Monday,dinner,9406,9004
2024-10-15,Tuesday,breakfast,8288,7800
2024-10-15,Tuesday,lunch,9705,9077
2024-10-15,Tuesday,snacks,6054,5378
2024-10-15,Tuesday,dinner,9823,9340
2024-10-16,Wednesday,breakfast,7383,7072
2024-10-16,Wednesday,lunch,8424,8002
2024-10-16,Wednesday,snacks,5528,5044
2024-10-16,Wednesday,dinner,9304,8859
2024-10-17,Thursday,breakfast,7854,7314
2024-10-17,Thursday,lunch,9554,8720
2024-10-17,Thursday,snacks,6204,5584
2024-10-17,Thursday,dinner,9369,8689
2024-10-18,Friday,breakfast,8241,7691
2024-10-18,Friday,lunch,8881,7874
2024-10-18,Friday,snacks,5817,5119
2024-10-18,Friday,dinner,9556,8468
2024-10-19,Saturday,breakfast,4517,4374
2024-10-19,Saturday,lunch,5046,4654
2024-10-19,Saturday,snacks,3269,3129
2024-10-19,Saturday,dinner,5490,4858
2024-10-20,Sunday,breakfast,4265,4074
2024-10-20,Sunday,lunch,5117,4566
2024-10-20,Sunday,snacks,3383,3089
2024-10-20,Sunday,dinner,5187,4567
2024-10-21,Monday,breakfast,7409,7113
2024-10-21,Monday,lunch,8616,7723
2024-10-21,Monday,snacks,6121,5810
2024-10-21,Monday,dinner,10070,9720
2024-10-22,Tuesday,breakfast,8282,7736
2024-10-22,Tuesday,lunch,8358,7383
2024-10-22,Tuesday,snacks,5830,5320
2024-10-22,Tuesday,dinner,9651,9182
2024-10-23,Wednesday,breakfast,8407,7410
2024-10-23,Wednesday,lunch,9006,8310
2024-10-23,Wednesday,snacks,6375,5842
2024-10-23,Wednesday,dinner,9992,9572
2024-10-24,Thursday,breakfast,7512,6664
2024-10-24,Thursday,lunch,9564,8913
2024-10-24,Thursday,snacks,5813,5384
2024-10-24,Thursday,dinner,9817,8736
2024-10-25,Friday,breakfast,8272,7703
2024-10-25,Friday,lunch,9224,8298
2024-10-25,Friday,snacks,6422,6154
2024-10-25,Friday,dinner,9395,8528
2024-10-26,Saturday,breakfast,4686,4273
2024-10-26,Saturday,lunch,5145,4832
2024-10-26,Saturday,snacks,3119,2820
2024-10-26,Saturday,dinner,4817,4415
2024-10-27,Sunday,breakfast,4054,3883
2024-10-27,Sunday,lunch,4568,4094
2024-10-27,Sunday,snacks,3331,2989
2024-10-27,Sunday,dinner,4956,4692
2024-10-28,Monday,breakfast,7809,6905
2024-10-28,Monday,lunch,9638,9209
2024-10-28,Monday,snacks,5748,5492
2024-10-28,Monday,dinner,8893,8489
2024-10-29,Tuesday,breakfast,7543,6787
2024-10-29,Tuesday,lunch,8985,8363
2024-10-29,Tuesday,snacks,6328,5697
2024-10-29,Tuesday,dinner,9404,8666
2024-10-30,Wednesday,breakfast,7783,7271
2024-10-30,Wednesday,lunch,8287,8012
2024-10-30,Wednesday,snacks,5641,5356
2024-10-30,Wednesday,dinner,9385,8866
2024-10-31,Thursday,breakfast,8349,7797
2024-10-31,Thursday,lunch,9583,9164
2024-10-31,Thursday,snacks,6114,5876
2024-10-31,Thursday,dinner,8771,7923
2024-11-01,Friday,breakfast,7994,7317
2024-11-01,Friday,lunch,9105,8231
2024-11-01,Friday,snacks,6222,5837
2024-11-01,Friday,dinner,9667,9172
2024-11-02,Saturday,breakfast,4611,4141
2024-11-02,Saturday,lunch,5091,4634
